-55,-61,-65,-64,1
-68,-68,-69,-87,4
-67,-61,-62,-68,1
-74,-72,-62,-71,4
-68,-69,-68,-65,3
-61,-68,-55,-59,3
-59,-67,-70,-67,2
-71,-59,-68,-52,3
-58,-70,-68,-70,2
-61,-64,-69,-60,2
-77,-69,-73,-69,4
-65,-65,-63,-59,3
-55,-61,-65,-64,1
-59,-68,-70,-72,2
-59,-64,-77,-76,1
-59,-61,-72,-67,2
-59,-66,-71,-72,2
-60,-75,-69,-75,2
-63,-75,-52,-72,4
-61,-64,-66,-68,2
-88,-58,-61,-57,3
-69,-58,-58,-66,4
-70,-59,-60,-68,4
-63,-61,-78,-70,2
-63,-63,-77,-69,1
-68,-57,-69,-68,4
-64,-60,-55,-63,3
-68,-61,-68,-53,3
-71,-64,-72,-64,4
-61,-66,-56,-58,3
-66,-69,-61,-54,3
-64,-60,-77,-65,1
-61,-68,-61,-71,4
-72,-60,-61,-52,3
-69,-64,-58,-68,4
-60,-64,-55,-55,3
-60,-78,-69,-73,1
-71,-60,-77,-65,1
-61,-82,-70,-71,2
-68,-73,-66,-70,1
-66,-65,-64,-52,3
-68,-56,-83,-76,2
-60,-60,-66,-64,1
-67,-69,-62,-64,4
-59,-58,-70,-82,1
-56,-53,-75,-64,1
-62,-66,-61,-55,3
-67,-67,-72,-73,2
-75,-65,-60,-57,3
-67,-66,-82,-74,2
-69,-60,-57,-70,4
-60,-61,-83,-61,2
-60,-59,-76,-68,2
-66,-73,-58,-54,3
-66,-64,-80,-63,3
-66,-70,-55,-66,3
-64,-63,-57,-68,3
-76,-61,-62,-57,3
-69,-69,-64,-54,3
-69,-73,-61,-69,1
-74,-64,-69,-75,3
-62,-64,-68,-80,1
-64,-63,-59,-60,3
-65,-61,-65,-80,1
-66,-65,-71,-57,2
-57,-54,-67,-64,1
-64,-65,-62,-59,3
-69,-59,-64,-67,4
-60,-64,-69,-77,1
-66,-60,-64,-57,3
-64,-67,-88,-68,4
-59,-66,-82,-68,2
-65,-60,-71,-59,2
-64,-58,-62,-52,3
-59,-52,-66,-65,1
-54,-61,-68,-64,1
-63,-61,-55,-63,3
-61,-66,-67,-50,3
-81,-64,-77,-60,1
-64,-63,-67,-53,3
-67,-65,-62,-58,3
-55,-58,-69,-62,1
-63,-70,-60,-62,4
-58,-68,-88,-62,1
-66,-59,-61,-52,3
-71,-69,-77,-65,4
-65,-71,-52,-77,4
-66,-62,-73,-68,2
-67,-56,-70,-72,2
-61,-65,-69,-71,2
-53,-66,-71,-63,1
-58,-78,-67,-79,1
-68,-67,-68,-75,4
-62,-59,-71,-58,2
-59,-73,-61,-75,2
-59,-63,-64,-64,2
-64,-61,-80,-71,2
-62,-70,-60,-64,4
-73,-76,-60,-66,4
-69,-71,-70,-75,4
-57,-62,-72,-63,1
-67,-58,-57,-63,4
-65,-59,-69,-75,1
-67,-65,-64,-54,3
-59,-79,-81,-73,1
-71,-69,-83,-62,4
-65,-70,-52,-73,4
-64,-60,-51,-74,4
-54,-58,-76,-65,1
-71,-71,-62,-75,1
-68,-59,-78,-74,1
-68,-56,-71,-74,2
-54,-61,-78,-65,1
-54,-60,-69,-72,1
